,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.5213213634450835,0.52225,0.7606606817225418,0.7509387186141114
recall,0.004044278596593633,1.0,0.52225,0.5020221392982969,0.52225
f1-score,0.008055976579532005,0.6853533723664192,0.52225,0.34670467447297565,0.3604605845814073
support,47969.0,52031.0,0.52225,100000.0,100000.0
