,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.3294051753108547,0.8810967131972638,0.6647025876554273,0.960832641965708
recall,0.8737211588357641,1.0,0.8810967131972638,0.936860579417882,0.8810967131972638
f1-score,0.9326053182626708,0.49556776433314237,0.8810967131972638,0.7140865412979066,0.9070793140064883
support,237031.0,14703.0,0.8810967131972638,251734.0,251734.0
,,,
