,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.626465342764964,0.62719,0.813232671382482,0.7664474555637938
recall,0.005176784523015344,1.0,0.62719,0.5025883922615076,0.62719
f1-score,0.010300246887360962,0.7703396147377888,0.62719,0.3903199308125749,0.48551486163584096
support,37475.0,62525.0,0.62719,100000.0,100000.0
