,0,1,accuracy,macro avg,weighted avg
precision,0.5463717760256581,0.7185538339292808,0.58971,0.6324628049774694,0.635959822573492
recall,0.8523212908336634,0.34760046895120217,0.58971,0.5999608798924327,0.58971
f1-score,0.6658849013428448,0.4685431535860935,0.58971,0.5672140274644691,0.5632060165675296
support,47969.0,52031.0,0.58971,100000.0,100000.0
