,0,1,accuracy,macro avg,weighted avg
precision,0.9918273510050407,0.31184112575943135,0.8793408915760287,0.651834238382236,0.9521114704732644
recall,0.8791002020832718,0.8832211113378222,0.8793408915760287,0.881160656710547,0.8793408915760287
f1-score,0.932067757793175,0.4609377773045114,0.8793408915760287,0.6965027675488432,0.9045505209355204
support,237031.0,14703.0,0.8793408915760287,251734.0,251734.0
,,,,
