,0,1,accuracy,macro avg,weighted avg
precision,0.7741935483870968,1.0,0.86,0.8870967741935484,0.8916129032258064
recall,1.0,0.7307692307692307,0.86,0.8653846153846154,0.86
f1-score,0.8727272727272727,0.8444444444444443,0.86,0.8585858585858586,0.858020202020202
support,48.0,52.0,0.86,100.0,100.0
