,0,1,accuracy,macro avg,weighted avg
precision,0.969765092695294,0.7179983815120923,0.8189875026814017,0.8438817371036931,0.8584536303796878
recall,0.6972735105420936,0.972568892243277,0.8189875026814017,0.8349212013926853,0.8189875026814017
f1-score,0.8112487728498466,0.826116654900689,0.8189875026814017,0.8186827138752678,0.8178221823559627
support,140437.0,111297.0,0.8189875026814017,251734.0,251734.0
