,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.6449903469535303,0.6449903469535303,0.32249517347676515,0.41601254766323537
recall,0.0,1.0,0.6449903469535303,0.5,0.6449903469535303
f1-score,0.0,0.784187394349191,0.6449903469535303,0.3920936971745955,0.5057932995578697
support,89368.0,162366.0,0.6449903469535303,251734.0,251734.0
