,0,1,accuracy,macro avg,weighted avg
precision,0.48005230862086307,0.5813559322033899,0.48065,0.5307041204121264,0.5327615970070876
recall,0.9948508411682545,0.0065922238665411005,0.48065,0.5007215325173978,0.48065
f1-score,0.6476092251949056,0.013036620360692499,0.48065,0.33032292277779907,0.31743475317361614
support,47969.0,52031.0,0.48065,100000.0,100000.0
