,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.324877919437877,0.8786258510967927,0.6624389597189385,0.9605682190307829
recall,0.8710970295024701,1.0,0.8786258510967927,0.935548514751235,0.8786258510967927
f1-score,0.9311083452835124,0.4904269513008673,0.8786258510967927,0.7107676482921899,0.905369515662854
support,237031.0,14703.0,0.8786258510967927,251734.0,251734.0
,,,,
