,0,1,accuracy,macro avg,weighted avg
precision,0.9716722233562405,0.7759327306964358,0.8102163394694399,0.8738024770263382,0.845422140073085
recall,0.47938859547041446,0.9923075028023108,0.8102163394694399,0.7358480491363626,0.8102163394694399
f1-score,0.6420248915397238,0.8708815190981842,0.8102163394694399,0.756453205318954,0.7896352071512701
support,89368.0,162366.0,0.8102163394694399,251734.0,251734.0
