,0,1,accuracy,macro avg,weighted avg
precision,0.44963581690611426,0.8478252234359483,0.54988,0.6487305201710313,0.6986037433388931
recall,0.8977718478985991,0.3413674530187925,0.54988,0.6195696504586958,0.54988
f1-score,0.5991807658058771,0.48675028506271384,0.54988,0.5429655254342954,0.5288836077212142
support,37475.0,62525.0,0.54988,100000.0,100000.0
