,0,1,accuracy,macro avg,weighted avg
precision,0.38494725272467667,1.0,0.40124,0.6924736263623383,0.7695089829585726
recall,1.0,0.042367053178728506,0.40124,0.5211835265893643,0.40124
f1-score,0.5559016806847343,0.08129008500322213,0.40124,0.3185958828439782,0.25915078048486884
support,37475.0,62525.0,0.40124,100000.0,100000.0
,,,
