,0,1,accuracy,macro avg,weighted avg
precision,0.9722178087477585,0.775926077514602,0.8102798986231499,0.8740719431311803,0.8456115369155757
recall,0.4792878882821592,0.9924614759247625,0.8102798986231499,0.7358746821034609,0.8102798986231499
f1-score,0.6420535881581413,0.8709366208791951,0.8102798986231499,0.7564951045186682,0.7896809348446701
support,89368.0,162366.0,0.8102798986231499,251734.0,251734.0
