,0,1,accuracy,macro avg,weighted avg
precision,0.5787629468043078,0.7000212111570686,0.5878466953212518,0.6393920789806882,0.6323738259373182
recall,0.9597185926785676,0.11861056452554876,0.5878466953212518,0.5391645786020582,0.5878466953212518
f1-score,0.7220750415870865,0.20285044754331374,0.5878466953212518,0.4624627445652001,0.49251471344988706
support,140437.0,111297.0,0.5878466953212518,251734.0,251734.0
