,0,1,accuracy,macro avg,weighted avg
precision,0.5578785543470489,0.0,0.5578785543470489,0.27893927717352446,0.31122848140035314
recall,1.0,0.0,0.5578785543470489,0.5,0.5578785543470489
f1-score,0.7162028808861441,0.0,0.5578785543470489,0.35810144044307207,0.39955422780795374
support,140437.0,111297.0,0.5578785543470489,251734.0,251734.0
