,0,1,accuracy,macro avg,weighted avg
precision,0.35500452862568127,0.0,0.35500170815225596,0.17750226431284064,0.1260300345373286
recall,0.9999776206248322,0.0,0.35500170815225596,0.4999888103124161,0.35500170815225596
f1-score,0.5239871005570215,0.0,0.35500170815225596,0.26199355027851073,0.1860204787695738
support,89368.0,162366.0,0.35500170815225596,251734.0,251734.0
