,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.7293690511235403,0.80694,0.8646845255617701,0.8591880109900892
recall,0.5975317392482645,1.0,0.80694,0.7987658696241322,0.80694
f1-score,0.7480686919302642,0.8435088515660464,0.80694,0.7957887717481553,0.7977271613903579
support,47969.0,52031.0,0.80694,100000.0,100000.0
