,0,1,accuracy,macro avg,weighted avg
precision,0.9415931101877378,0.0,0.9415931101877378,0.4707965550938689,0.8865975851530175
recall,1.0,0.0,0.9415931101877378,0.5,0.9415931101877378
f1-score,0.9699180587808047,0.0,0.9415931101877378,0.48495902939040236,0.9132681615946712
support,237031.0,14703.0,0.9415931101877378,251734.0,251734.0
