,0,1,accuracy,macro avg,weighted avg
precision,0.3541835161376431,0.36363636363636365,0.35421119117798944,0.35890993988700337,0.36028051152554164
recall,0.9947520365231403,0.0016505918726827046,0.35421119117798944,0.49820131419791147,0.35421119117798944
f1-score,0.5223745097175092,0.003286266960141751,0.35421119117798944,0.2628303883388255,0.1875676039219364
support,89368.0,162366.0,0.35421119117798944,251734.0,251734.0
