,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.9329304685168607,0.95505,0.9664652342584303,0.9580647754401671
recall,0.8800533689126084,1.0,0.95505,0.9400266844563042,0.95505
f1-score,0.9362004116102477,0.9653016326373075,0.95505,0.9507510221237776,0.954395950057417
support,37475.0,62525.0,0.95505,100000.0,100000.0
