,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.3288231873686094,0.8807828898758213,0.6644115936843047,0.9607986498600931
recall,0.873387869097291,1.0,0.8807828898758213,0.9366939345486456,0.8807828898758213
f1-score,0.93241542075122,0.4949088644663985,0.8807828898758213,0.7136621426088092,0.9068620235261502
support,237031.0,14703.0,0.8807828898758213,251734.0,251734.0
